,Order Quantity,Unit Cost,Unit Price,Cost,Revenue
18414,23.0,7.0,9.0,161.0,161
18415,23.0,7.0,9.0,161.0,161
18416,30.0,7.0,9.0,210.0,265
18417,31.0,7.0,9.0,217.0,273
18418,5.0,7.0,9.0,35.0,44
18419,5.0,7.0,9.0,35.0,44
18420,18.0,7.0,9.0,126.0,159
18421,16.0,7.0,9.0,112.0,141
18422,14.0,7.0,9.0,98.0,125
18423,15.0,7.0,9.0,105.0,134
18424,26.0,7.0,9.0,182.0,232
18425,28.0,7.0,9.0,196.0,249
18426,9.0,7.0,9.0,63.0,63
18427,7.0,7.0,9.0,49.0,49
18428,12.0,7.0,9.0,84.0,84
18429,9.0,7.0,9.0,63.0,63
18430,29.0,7.0,9.0,203.0,204
18431,31.0,7.0,9.0,217.0,218
18432,24.0,7.0,9.0,168.0,171
18433,22.0,7.0,9.0,154.0,156
18434,30.0,7.0,9.0,210.0,251
18435,32.0,7.0,9.0,224.0,268
18436,12.0,7.0,9.0,84.0,100
18437,9.0,7.0,9.0,63.0,75
18438,25.0,7.0,9.0,175.0,194
18439,22.0,7.0,9.0,154.0,170
18440,9.0,7.0,9.0,63.0,70
18441,11.0,7.0,9.0,77.0,85
18442,28.0,7.0,9.0,196.0,217
18443,30.0,7.0,9.0,210.0,232
18444,25.0,7.0,9.0,175.0,194
18445,24.0,7.0,9.0,168.0,186
18446,23.0,7.0,9.0,161.0,193
18447,25.0,7.0,9.0,175.0,209
18448,9.0,7.0,9.0,63.0,75
18449,8.0,7.0,9.0,56.0,67
18450,18.0,7.0,9.0,126.0,151
18451,16.0,7.0,9.0,112.0,134
18452,27.0,7.0,9.0,189.0,241
18453,24.0,7.0,9.0,168.0,214
18454,14.0,7.0,9.0,98.0,110
18455,11.0,7.0,9.0,77.0,86
18456,28.0,7.0,9.0,196.0,219
18457,26.0,7.0,9.0,182.0,204
18458,13.0,7.0,9.0,91.0,99
18459,10.0,7.0,9.0,70.0,77
18460,15.0,7.0,9.0,105.0,126
18461,14.0,7.0,9.0,98.0,117
18462,4.0,7.0,9.0,28.0,30
18463,1.0,7.0,9.0,7.0,7
18464,22.0,7.0,9.0,154.0,162
18465,21.0,7.0,9.0,147.0,155
18466,18.0,7.0,9.0,126.0,133
18467,19.0,7.0,9.0,133.0,140
18468,30.0,7.0,9.0,210.0,221
18469,32.0,7.0,9.0,224.0,236
18470,14.0,7.0,9.0,98.0,121
18471,11.0,7.0,9.0,77.0,95
18472,13.0,7.0,9.0,91.0,112
18473,12.0,7.0,9.0,84.0,104
18474,7.0,7.0,9.0,49.0,60
18475,9.0,7.0,9.0,63.0,78
18476,8.0,7.0,9.0,56.0,58
18477,9.0,7.0,9.0,63.0,66
18478,18.0,7.0,9.0,126.0,141
18479,17.0,7.0,9.0,119.0,133
18480,1.0,7.0,9.0,7.0,8
18481,1.0,7.0,9.0,7.0,8
18482,28.0,7.0,9.0,196.0,242
18483,28.0,7.0,9.0,196.0,242
18484,15.0,7.0,9.0,105.0,130
18485,17.0,7.0,9.0,119.0,147
18486,15.0,7.0,9.0,105.0,126
18487,15.0,7.0,9.0,105.0,126
18488,17.0,7.0,9.0,119.0,121
18489,15.0,7.0,9.0,105.0,107
18490,1.0,7.0,9.0,7.0,9
18491,2.0,7.0,9.0,14.0,17
18492,2.0,7.0,9.0,14.0,17
18493,4.0,7.0,9.0,28.0,35
18494,2.0,7.0,9.0,14.0,17
18495,1.0,7.0,9.0,7.0,9
18496,1.0,7.0,9.0,7.0,9
18497,2.0,7.0,9.0,14.0,17
18498,20.0,7.0,9.0,140.0,173
18499,22.0,7.0,9.0,154.0,190
18500,16.0,7.0,9.0,112.0,138
18501,18.0,7.0,9.0,126.0,156
18502,27.0,7.0,9.0,189.0,233
18503,28.0,7.0,9.0,196.0,242
18504,1.0,7.0,9.0,7.0,9
18505,15.0,7.0,9.0,105.0,130
18506,2.0,7.0,9.0,14.0,17
18507,14.0,7.0,9.0,98.0,121
18508,4.0,7.0,9.0,28.0,35
18509,4.0,7.0,9.0,28.0,35
18510,12.0,7.0,9.0,84.0,104
18511,12.0,7.0,9.0,84.0,104
18512,27.0,7.0,9.0,189.0,233
18513,28.0,7.0,9.0,196.0,242
18514,5.0,7.0,9.0,35.0,43
18515,5.0,7.0,9.0,35.0,43
18516,28.0,7.0,9.0,196.0,242
18517,25.0,7.0,9.0,175.0,216
18518,30.0,7.0,9.0,210.0,235
18519,27.0,7.0,9.0,189.0,211
18520,29.0,7.0,9.0,203.0,251
18521,30.0,7.0,9.0,210.0,259
18522,19.0,7.0,9.0,133.0,159
18523,21.0,7.0,9.0,147.0,176
18524,27.0,7.0,9.0,189.0,241
18525,28.0,7.0,9.0,196.0,249
18526,15.0,7.0,9.0,105.0,134
18527,16.0,7.0,9.0,112.0,143
18528,21.0,7.0,9.0,147.0,187
18529,22.0,7.0,9.0,154.0,196
18530,9.0,7.0,9.0,63.0,80
18531,8.0,7.0,9.0,56.0,71
18532,14.0,7.0,9.0,98.0,106
18533,15.0,7.0,9.0,105.0,113
18534,9.0,7.0,9.0,63.0,68
18535,9.0,7.0,9.0,63.0,68
18536,25.0,7.0,9.0,175.0,221
18537,25.0,7.0,9.0,175.0,221
18538,19.0,7.0,9.0,133.0,168
18539,20.0,7.0,9.0,140.0,176
18540,5.0,7.0,9.0,35.0,44
18541,6.0,7.0,9.0,42.0,53
18542,24.0,7.0,9.0,168.0,212
18543,24.0,7.0,9.0,168.0,212
18544,14.0,7.0,9.0,98.0,98
18545,15.0,7.0,9.0,105.0,105
18546,25.0,7.0,9.0,175.0,209
18547,27.0,7.0,9.0,189.0,226
18548,26.0,7.0,9.0,182.0,204
18549,28.0,7.0,9.0,196.0,219
18550,7.0,7.0,9.0,49.0,55
18551,4.0,7.0,9.0,28.0,31
18552,19.0,7.0,9.0,133.0,164
18553,17.0,7.0,9.0,119.0,147
18554,11.0,7.0,9.0,77.0,95
18555,8.0,7.0,9.0,56.0,69
18556,14.0,7.0,9.0,98.0,121
18557,15.0,7.0,9.0,105.0,130
18558,24.0,7.0,9.0,168.0,207
18559,25.0,7.0,9.0,175.0,216
18560,15.0,7.0,9.0,105.0,130
18561,16.0,7.0,9.0,112.0,138
18562,5.0,7.0,9.0,35.0,44
18563,3.0,7.0,9.0,21.0,26
18564,17.0,7.0,9.0,119.0,150
18565,16.0,7.0,9.0,112.0,141
18566,19.0,7.0,9.0,133.0,140
18567,20.0,7.0,9.0,140.0,148
18568,29.0,7.0,9.0,203.0,219
18569,28.0,7.0,9.0,196.0,212
18570,28.0,7.0,9.0,196.0,212
18571,25.0,7.0,9.0,175.0,189
18572,16.0,7.0,9.0,112.0,141
18573,17.0,7.0,9.0,119.0,150
18574,21.0,7.0,9.0,147.0,185
18575,18.0,7.0,9.0,126.0,159
18576,15.0,7.0,9.0,105.0,132
18577,12.0,7.0,9.0,84.0,106
18578,29.0,7.0,9.0,203.0,256
18579,26.0,7.0,9.0,182.0,229
18580,16.0,7.0,9.0,112.0,141
18581,16.0,7.0,9.0,112.0,141
18582,28.0,7.0,9.0,196.0,247
18583,29.0,7.0,9.0,203.0,256
18584,14.0,7.0,9.0,98.0,123
18585,11.0,7.0,9.0,77.0,97
18586,15.0,7.0,9.0,105.0,132
18587,16.0,7.0,9.0,112.0,141
18588,17.0,7.0,9.0,119.0,150
18589,16.0,7.0,9.0,112.0,141
18590,1.0,7.0,9.0,7.0,9
18591,1.0,7.0,9.0,7.0,9
18592,8.0,7.0,9.0,56.0,71
18593,6.0,7.0,9.0,42.0,53
18594,15.0,7.0,9.0,105.0,132
18595,13.0,7.0,9.0,91.0,115
18596,27.0,7.0,9.0,189.0,238
18597,25.0,7.0,9.0,175.0,221
18598,6.0,7.0,9.0,42.0,53
18599,3.0,7.0,9.0,21.0,26
18600,7.0,7.0,9.0,49.0,62
18601,6.0,7.0,9.0,42.0,53
18602,16.0,7.0,9.0,112.0,141
18603,14.0,7.0,9.0,98.0,123
18604,28.0,7.0,9.0,196.0,247
18605,29.0,7.0,9.0,203.0,256
18606,29.0,7.0,9.0,203.0,256
18607,30.0,7.0,9.0,210.0,265
18608,28.0,7.0,9.0,196.0,247
18609,26.0,7.0,9.0,182.0,229
18610,18.0,7.0,9.0,126.0,159
18611,18.0,7.0,9.0,126.0,159
18612,14.0,7.0,9.0,98.0,123
18613,13.0,7.0,9.0,91.0,115
18614,23.0,7.0,9.0,161.0,203
18615,21.0,7.0,9.0,147.0,185
18616,16.0,7.0,9.0,112.0,141
18617,17.0,7.0,9.0,119.0,150
18618,23.0,7.0,9.0,161.0,203
18619,25.0,7.0,9.0,175.0,221
18620,17.0,7.0,9.0,119.0,121
18621,16.0,7.0,9.0,112.0,114
18622,8.0,7.0,9.0,56.0,57
18623,9.0,7.0,9.0,63.0,64
18624,9.0,7.0,9.0,63.0,64
18625,10.0,7.0,9.0,70.0,71
18626,13.0,7.0,9.0,91.0,92
18627,13.0,7.0,9.0,91.0,92
18628,10.0,7.0,9.0,70.0,84
18629,9.0,7.0,9.0,63.0,75
18630,18.0,7.0,9.0,126.0,123
18631,19.0,7.0,9.0,133.0,130
18632,19.0,7.0,9.0,133.0,164
18633,20.0,7.0,9.0,140.0,173
18634,27.0,7.0,9.0,189.0,233
18635,27.0,7.0,9.0,189.0,233
18636,4.0,7.0,9.0,28.0,35
18637,5.0,7.0,9.0,35.0,43
18638,18.0,7.0,9.0,126.0,156
18639,19.0,7.0,9.0,133.0,164
18640,7.0,7.0,9.0,49.0,60
18641,6.0,7.0,9.0,42.0,52
18642,2.0,7.0,9.0,14.0,17
18643,2.0,7.0,9.0,14.0,17
18644,24.0,7.0,9.0,168.0,177
18645,24.0,7.0,9.0,168.0,177
18646,6.0,7.0,9.0,42.0,53
18647,7.0,7.0,9.0,49.0,62
18648,9.0,7.0,9.0,63.0,80
18649,6.0,7.0,9.0,42.0,53
18650,18.0,7.0,9.0,126.0,160
18651,19.0,7.0,9.0,133.0,169
18652,20.0,7.0,9.0,140.0,178
18653,20.0,7.0,9.0,140.0,178
18654,19.0,7.0,9.0,133.0,168
18655,20.0,7.0,9.0,140.0,176
18656,22.0,7.0,9.0,154.0,194
18657,22.0,7.0,9.0,154.0,194
18658,1.0,7.0,9.0,7.0,9
18659,1.0,7.0,9.0,7.0,9
18660,10.0,7.0,9.0,70.0,88
18661,7.0,7.0,9.0,49.0,62
18662,4.0,7.0,9.0,28.0,35
18663,2.0,7.0,9.0,14.0,18
18664,16.0,7.0,9.0,112.0,141
18665,17.0,7.0,9.0,119.0,150
18666,2.0,7.0,9.0,14.0,18
18667,1.0,7.0,9.0,7.0,9
18668,6.0,7.0,9.0,42.0,44
18669,3.0,7.0,9.0,21.0,22
18670,27.0,7.0,9.0,189.0,241
18671,27.0,7.0,9.0,189.0,241
18672,12.0,7.0,9.0,84.0,94
18673,13.0,7.0,9.0,91.0,102
18674,30.0,7.0,9.0,210.0,213
18675,31.0,7.0,9.0,217.0,220
18676,4.0,7.0,9.0,28.0,31
18677,1.0,7.0,9.0,7.0,8
18678,20.0,7.0,9.0,140.0,157
18679,18.0,7.0,9.0,126.0,141
18680,28.0,7.0,9.0,196.0,199
18681,26.0,7.0,9.0,182.0,185
18682,22.0,7.0,9.0,154.0,156
18683,19.0,7.0,9.0,133.0,135
18684,3.0,7.0,9.0,21.0,21
18685,5.0,7.0,9.0,35.0,36
18686,17.0,7.0,9.0,119.0,119
18687,14.0,7.0,9.0,98.0,98
18688,19.0,7.0,9.0,133.0,144
18689,17.0,7.0,9.0,119.0,129
18690,20.0,7.0,9.0,140.0,146
18691,18.0,7.0,9.0,126.0,131
18692,27.0,7.0,9.0,189.0,197
18693,25.0,7.0,9.0,175.0,182
18694,3.0,7.0,9.0,21.0,23
18695,5.0,7.0,9.0,35.0,39
18696,3.0,7.0,9.0,21.0,23
18697,5.0,7.0,9.0,35.0,39
18698,14.0,7.0,9.0,98.0,110
18699,11.0,7.0,9.0,77.0,86
18700,13.0,7.0,9.0,91.0,102
18701,12.0,7.0,9.0,84.0,94
18702,14.0,7.0,9.0,98.0,110
18703,13.0,7.0,9.0,91.0,102
18704,10.0,7.0,9.0,70.0,78
18705,10.0,7.0,9.0,70.0,78
18706,20.0,7.0,9.0,140.0,157
18707,19.0,7.0,9.0,133.0,149
18708,27.0,7.0,9.0,189.0,211
18709,27.0,7.0,9.0,189.0,211
18710,30.0,7.0,9.0,210.0,235
18711,29.0,7.0,9.0,203.0,227
18712,21.0,7.0,9.0,147.0,164
18713,18.0,7.0,9.0,126.0,141
18714,28.0,7.0,9.0,196.0,219
18715,29.0,7.0,9.0,203.0,227
18716,8.0,7.0,9.0,56.0,63
18717,7.0,7.0,9.0,49.0,55
18718,13.0,7.0,9.0,91.0,102
18719,10.0,7.0,9.0,70.0,78
18720,14.0,7.0,9.0,98.0,110
18721,14.0,7.0,9.0,98.0,110
18722,16.0,7.0,9.0,112.0,125
18723,14.0,7.0,9.0,98.0,110
18724,4.0,7.0,9.0,28.0,31
18725,2.0,7.0,9.0,14.0,16
18726,6.0,7.0,9.0,42.0,47
18727,8.0,7.0,9.0,56.0,63
18728,1.0,7.0,9.0,7.0,8
18729,1.0,7.0,9.0,7.0,8
18730,20.0,7.0,9.0,140.0,151
18731,22.0,7.0,9.0,154.0,166
18732,25.0,7.0,9.0,175.0,189
18733,23.0,7.0,9.0,161.0,174
18734,15.0,7.0,9.0,105.0,113
18735,15.0,7.0,9.0,105.0,113
18736,27.0,7.0,9.0,189.0,211
18737,28.0,7.0,9.0,196.0,219
18738,20.0,7.0,9.0,140.0,157
18739,20.0,7.0,9.0,140.0,157
18740,27.0,7.0,9.0,189.0,211
18741,29.0,7.0,9.0,203.0,227
18742,5.0,7.0,9.0,35.0,39
18743,2.0,7.0,9.0,14.0,16
18744,10.0,7.0,9.0,70.0,78
18745,11.0,7.0,9.0,77.0,86
18746,29.0,7.0,9.0,203.0,206
18747,29.0,7.0,9.0,203.0,206
18748,1.0,7.0,9.0,7.0,7
18749,1.0,7.0,9.0,7.0,7
18750,11.0,7.0,9.0,77.0,78
18751,10.0,7.0,9.0,70.0,71
18752,2.0,7.0,9.0,14.0,14
18753,1.0,7.0,9.0,7.0,7
18754,23.0,7.0,9.0,161.0,174
18755,20.0,7.0,9.0,140.0,151
18756,14.0,7.0,9.0,98.0,106
18757,12.0,7.0,9.0,84.0,91
18758,13.0,7.0,9.0,91.0,96
18759,12.0,7.0,9.0,84.0,89
18760,9.0,7.0,9.0,63.0,66
18761,9.0,7.0,9.0,63.0,66
18762,12.0,7.0,9.0,84.0,85
18763,12.0,7.0,9.0,84.0,85
18764,3.0,7.0,9.0,21.0,21
18765,3.0,7.0,9.0,21.0,21
18766,24.0,7.0,9.0,168.0,171
18767,26.0,7.0,9.0,182.0,185
18768,5.0,7.0,9.0,35.0,39
18769,6.0,7.0,9.0,42.0,47
18770,11.0,7.0,9.0,77.0,85
18771,10.0,7.0,9.0,70.0,77
18772,12.0,7.0,9.0,84.0,93
18773,10.0,7.0,9.0,70.0,77
18774,18.0,7.0,9.0,126.0,139
18775,15.0,7.0,9.0,105.0,116
18776,3.0,7.0,9.0,21.0,27
18777,4.0,7.0,9.0,28.0,36
18778,23.0,7.0,9.0,161.0,203
18779,25.0,7.0,9.0,175.0,221
18780,14.0,7.0,9.0,98.0,123
18781,14.0,7.0,9.0,98.0,123
18782,18.0,7.0,9.0,126.0,159
18783,20.0,7.0,9.0,140.0,176
18784,18.0,7.0,9.0,126.0,159
18785,20.0,7.0,9.0,140.0,176
18786,16.0,7.0,9.0,112.0,143
18787,13.0,7.0,9.0,91.0,116
18788,8.0,7.0,9.0,56.0,71
18789,8.0,7.0,9.0,56.0,71
18790,6.0,7.0,9.0,42.0,53
18791,5.0,7.0,9.0,35.0,44
18792,2.0,7.0,9.0,14.0,15
18793,2.0,7.0,9.0,14.0,15
18794,7.0,7.0,9.0,49.0,53
18795,9.0,7.0,9.0,63.0,68
18796,24.0,7.0,9.0,168.0,186
18797,26.0,7.0,9.0,182.0,201
18798,16.0,7.0,9.0,112.0,143
18799,15.0,7.0,9.0,105.0,134
18800,30.0,7.0,9.0,210.0,265
18801,28.0,7.0,9.0,196.0,247
18802,29.0,7.0,9.0,203.0,256
18803,30.0,7.0,9.0,210.0,265
18804,3.0,7.0,9.0,21.0,27
18805,5.0,7.0,9.0,35.0,45
18806,18.0,7.0,9.0,126.0,160
18807,15.0,7.0,9.0,105.0,134
18808,24.0,7.0,9.0,168.0,214
18809,25.0,7.0,9.0,175.0,223
18810,23.0,7.0,9.0,161.0,205
18811,23.0,7.0,9.0,161.0,205
18812,15.0,7.0,9.0,105.0,134
18813,14.0,7.0,9.0,98.0,125
18814,2.0,7.0,9.0,14.0,18
18815,4.0,7.0,9.0,28.0,36
18816,30.0,7.0,9.0,210.0,267
18817,29.0,7.0,9.0,203.0,258
18818,19.0,7.0,9.0,133.0,169
18819,17.0,7.0,9.0,119.0,151
18820,23.0,7.0,9.0,161.0,193
18821,22.0,7.0,9.0,154.0,184
18822,9.0,7.0,9.0,63.0,75
18823,9.0,7.0,9.0,63.0,75
18824,2.0,7.0,9.0,14.0,16
18825,1.0,7.0,9.0,7.0,8
18826,25.0,7.0,9.0,175.0,171
18827,26.0,7.0,9.0,182.0,178
18828,11.0,7.0,9.0,77.0,75
18829,13.0,7.0,9.0,91.0,89
18830,25.0,7.0,9.0,175.0,221
18831,24.0,7.0,9.0,168.0,212
18832,15.0,7.0,9.0,105.0,132
18833,12.0,7.0,9.0,84.0,106
18834,3.0,7.0,9.0,21.0,26
18835,3.0,7.0,9.0,21.0,26
18836,18.0,7.0,9.0,126.0,159
18837,17.0,7.0,9.0,119.0,150
18838,12.0,7.0,9.0,84.0,84
18839,13.0,7.0,9.0,91.0,91
18840,25.0,7.0,9.0,175.0,176
18841,27.0,7.0,9.0,189.0,190
18842,5.0,7.0,9.0,35.0,39
18843,5.0,7.0,9.0,35.0,39
18844,30.0,7.0,9.0,210.0,259
18845,29.0,7.0,9.0,203.0,251
18846,26.0,7.0,9.0,182.0,185
18847,26.0,7.0,9.0,182.0,185
18848,3.0,7.0,9.0,21.0,25
18849,2.0,7.0,9.0,14.0,17
18850,27.0,7.0,9.0,189.0,226
18851,25.0,7.0,9.0,175.0,209
18852,4.0,7.0,9.0,28.0,33
18853,1.0,7.0,9.0,7.0,8
18854,22.0,7.0,9.0,154.0,172
18855,21.0,7.0,9.0,147.0,164
18856,22.0,7.0,9.0,154.0,172
18857,24.0,7.0,9.0,168.0,188
18858,2.0,7.0,9.0,14.0,16
18859,1.0,7.0,9.0,7.0,8
18860,8.0,7.0,9.0,56.0,71
18861,7.0,7.0,9.0,49.0,62
18862,23.0,7.0,9.0,161.0,184
18863,20.0,7.0,9.0,140.0,160
18864,12.0,7.0,9.0,84.0,89
18865,10.0,7.0,9.0,70.0,74
18866,20.0,7.0,9.0,140.0,148
18867,21.0,7.0,9.0,147.0,155
18868,19.0,7.0,9.0,133.0,140
18869,21.0,7.0,9.0,147.0,155
18870,18.0,7.0,9.0,126.0,133
18871,15.0,7.0,9.0,105.0,111
18872,9.0,7.0,9.0,63.0,66
18873,9.0,7.0,9.0,63.0,66
18874,8.0,7.0,9.0,56.0,67
18875,8.0,7.0,9.0,56.0,67
18876,29.0,7.0,9.0,203.0,243
18877,26.0,7.0,9.0,182.0,218
18878,3.0,7.0,9.0,21.0,25
18879,1.0,7.0,9.0,7.0,8
18880,19.0,7.0,9.0,133.0,161
18881,18.0,7.0,9.0,126.0,152
18882,24.0,7.0,9.0,168.0,212
18883,22.0,7.0,9.0,154.0,194
18884,5.0,7.0,9.0,35.0,44
18885,7.0,7.0,9.0,49.0,62
18886,12.0,7.0,9.0,84.0,106
18887,12.0,7.0,9.0,84.0,106
18888,15.0,7.0,9.0,105.0,132
18889,16.0,7.0,9.0,112.0,141
18890,22.0,7.0,9.0,154.0,154
18891,23.0,7.0,9.0,161.0,161
18892,3.0,7.0,9.0,21.0,21
18893,1.0,7.0,9.0,7.0,7
18894,4.0,7.0,9.0,28.0,32
18895,4.0,7.0,9.0,28.0,32
18896,11.0,7.0,9.0,77.0,95
18897,13.0,7.0,9.0,91.0,112
18898,8.0,7.0,9.0,56.0,69
18899,6.0,7.0,9.0,42.0,52
18900,11.0,7.0,9.0,77.0,95
18901,12.0,7.0,9.0,84.0,104
18902,11.0,7.0,9.0,77.0,95
18903,13.0,7.0,9.0,91.0,112
18904,22.0,7.0,9.0,154.0,150
18905,21.0,7.0,9.0,147.0,144
18906,11.0,7.0,9.0,77.0,86
18907,11.0,7.0,9.0,77.0,86
18908,16.0,7.0,9.0,112.0,125
18909,15.0,7.0,9.0,105.0,117
18910,15.0,7.0,9.0,105.0,117
18911,16.0,7.0,9.0,112.0,125
18912,3.0,7.0,9.0,21.0,23
18913,1.0,7.0,9.0,7.0,8
18914,7.0,7.0,9.0,49.0,55
18915,4.0,7.0,9.0,28.0,31
18916,30.0,7.0,9.0,210.0,259
18917,27.0,7.0,9.0,189.0,233
18918,22.0,7.0,9.0,154.0,190
18919,24.0,7.0,9.0,168.0,207
18920,17.0,7.0,9.0,119.0,147
18921,18.0,7.0,9.0,126.0,156
18922,22.0,7.0,9.0,154.0,190
18923,20.0,7.0,9.0,140.0,173
18924,22.0,7.0,9.0,154.0,190
18925,22.0,7.0,9.0,154.0,190
18926,24.0,7.0,9.0,168.0,207
18927,24.0,7.0,9.0,168.0,207
18928,18.0,7.0,9.0,126.0,156
18929,19.0,7.0,9.0,133.0,164
18930,22.0,7.0,9.0,154.0,190
18931,21.0,7.0,9.0,147.0,181
18932,20.0,7.0,9.0,140.0,148
18933,18.0,7.0,9.0,126.0,133
18934,3.0,7.0,9.0,21.0,26
18935,1.0,7.0,9.0,7.0,9
18936,1.0,7.0,9.0,7.0,9
18937,2.0,7.0,9.0,14.0,18
18938,11.0,7.0,9.0,77.0,97
18939,9.0,7.0,9.0,63.0,79
18940,26.0,7.0,9.0,182.0,232
18941,24.0,7.0,9.0,168.0,214
18942,19.0,7.0,9.0,133.0,169
18943,21.0,7.0,9.0,147.0,187
18944,19.0,7.0,9.0,133.0,169
18945,17.0,7.0,9.0,119.0,151
18946,1.0,7.0,9.0,7.0,9
18947,1.0,7.0,9.0,7.0,9
18948,11.0,7.0,9.0,77.0,77
18949,9.0,7.0,9.0,63.0,63
18950,29.0,7.0,9.0,203.0,204
18951,28.0,7.0,9.0,196.0,197
18952,18.0,7.0,9.0,126.0,126
18953,19.0,7.0,9.0,133.0,133
18954,9.0,7.0,9.0,63.0,63
18955,9.0,7.0,9.0,63.0,63
18956,7.0,7.0,9.0,49.0,49
18957,6.0,7.0,9.0,42.0,42
18958,2.0,7.0,9.0,14.0,14
18959,1.0,7.0,9.0,7.0,7
18960,29.0,7.0,9.0,203.0,204
18961,30.0,7.0,9.0,210.0,211
18962,20.0,7.0,9.0,140.0,140
18963,17.0,7.0,9.0,119.0,119
18964,22.0,7.0,9.0,154.0,154
18965,21.0,7.0,9.0,147.0,147
18966,8.0,7.0,9.0,56.0,71
18967,9.0,7.0,9.0,63.0,80
18968,20.0,7.0,9.0,140.0,178
18969,22.0,7.0,9.0,154.0,196
18970,13.0,7.0,9.0,91.0,89
18971,11.0,7.0,9.0,77.0,75
18972,1.0,7.0,9.0,7.0,8
18973,3.0,7.0,9.0,21.0,25
18974,28.0,7.0,9.0,196.0,219
18975,30.0,7.0,9.0,210.0,235
18976,4.0,7.0,9.0,28.0,31
18977,4.0,7.0,9.0,28.0,31
18978,9.0,7.0,9.0,63.0,70
18979,8.0,7.0,9.0,56.0,63
18980,30.0,7.0,9.0,210.0,235
18981,31.0,7.0,9.0,217.0,243
18982,2.0,7.0,9.0,14.0,15
18983,1.0,7.0,9.0,7.0,7
18984,29.0,7.0,9.0,203.0,227
18985,28.0,7.0,9.0,196.0,219
18986,4.0,7.0,9.0,28.0,31
18987,4.0,7.0,9.0,28.0,31
18988,1.0,7.0,9.0,7.0,8
18989,1.0,7.0,9.0,7.0,8
18990,13.0,7.0,9.0,91.0,98
18991,15.0,7.0,9.0,105.0,113
18992,4.0,7.0,9.0,28.0,30
18993,2.0,7.0,9.0,14.0,15
18994,29.0,7.0,9.0,203.0,219
18995,27.0,7.0,9.0,189.0,204
18996,26.0,7.0,9.0,182.0,197
18997,27.0,7.0,9.0,189.0,204
18998,4.0,7.0,9.0,28.0,30
18999,6.0,7.0,9.0,42.0,45
19000,10.0,7.0,9.0,70.0,76
19001,11.0,7.0,9.0,77.0,83
19002,25.0,7.0,9.0,175.0,223
19003,25.0,7.0,9.0,175.0,223
19004,16.0,7.0,9.0,112.0,143
19005,18.0,7.0,9.0,126.0,160
19006,24.0,7.0,9.0,168.0,214
19007,26.0,7.0,9.0,182.0,232
19008,24.0,7.0,9.0,168.0,214
19009,26.0,7.0,9.0,182.0,232
19010,21.0,7.0,9.0,147.0,155
19011,23.0,7.0,9.0,161.0,170
19012,28.0,7.0,9.0,196.0,199
19013,25.0,7.0,9.0,175.0,178
19014,2.0,7.0,9.0,14.0,14
19015,1.0,7.0,9.0,7.0,7
19016,7.0,7.0,9.0,49.0,50
19017,7.0,7.0,9.0,49.0,50
19018,4.0,7.0,9.0,28.0,28
19019,4.0,7.0,9.0,28.0,28
19020,5.0,7.0,9.0,35.0,36
19021,5.0,7.0,9.0,35.0,36
19022,15.0,7.0,9.0,105.0,111
19023,12.0,7.0,9.0,84.0,89
19024,16.0,7.0,9.0,112.0,117
19025,13.0,7.0,9.0,91.0,95
19026,18.0,7.0,9.0,126.0,131
19027,20.0,7.0,9.0,140.0,146
19028,18.0,7.0,9.0,126.0,159
19029,3.0,7.0,9.0,21.0,26
19030,19.0,7.0,9.0,133.0,168
19031,3.0,7.0,9.0,21.0,26
19032,18.0,7.0,9.0,126.0,159
19033,20.0,7.0,9.0,140.0,176
19034,23.0,7.0,9.0,161.0,203
19035,23.0,7.0,9.0,161.0,203
19036,2.0,7.0,9.0,14.0,18
19037,2.0,7.0,9.0,14.0,18
19038,26.0,7.0,9.0,182.0,204
19039,27.0,7.0,9.0,189.0,211
19040,23.0,7.0,9.0,161.0,178
19041,22.0,7.0,9.0,154.0,170
19042,14.0,7.0,9.0,98.0,108
19043,16.0,7.0,9.0,112.0,124
19044,12.0,7.0,9.0,84.0,84
19045,9.0,7.0,9.0,63.0,63
19046,2.0,7.0,9.0,14.0,14
19047,1.0,7.0,9.0,7.0,7
19048,2.0,7.0,9.0,14.0,14
19049,1.0,7.0,9.0,7.0,7
19050,1.0,7.0,9.0,7.0,7
19051,1.0,7.0,9.0,7.0,7
19052,30.0,7.0,9.0,210.0,211
19053,30.0,7.0,9.0,210.0,211
19054,1.0,7.0,9.0,7.0,7
19055,1.0,7.0,9.0,7.0,7
19056,17.0,7.0,9.0,119.0,119
19057,14.0,7.0,9.0,98.0,98
19058,2.0,7.0,9.0,14.0,14
19059,1.0,7.0,9.0,7.0,7
19060,24.0,7.0,9.0,168.0,168
19061,24.0,7.0,9.0,168.0,168
19062,29.0,7.0,9.0,203.0,256
19063,30.0,7.0,9.0,210.0,265
19064,8.0,7.0,9.0,56.0,71
19065,7.0,7.0,9.0,49.0,62
19066,23.0,7.0,9.0,161.0,203
19067,20.0,7.0,9.0,140.0,176
19068,5.0,7.0,9.0,35.0,44
19069,7.0,7.0,9.0,49.0,62
19070,25.0,7.0,9.0,175.0,221
19071,24.0,7.0,9.0,168.0,212
19072,11.0,7.0,9.0,77.0,78
19073,10.0,7.0,9.0,70.0,71
19074,23.0,7.0,9.0,161.0,161
19075,20.0,7.0,9.0,140.0,140
19076,10.0,7.0,9.0,70.0,89
19077,8.0,7.0,9.0,56.0,71
19078,18.0,7.0,9.0,126.0,160
